Dataset length,BSTInsertOpCount,BSTSearchOpCount,AVLInsertOpCount,AVLSearchOpCount

297,2348,1,2058,3
297,2348,3,2058,7
297,2348,5,2058,9
297,2348,3,2058,1
297,2348,5,2058,13
297,2348,5,2058,11
297,2348,7,2058,5
297,2348,9,2058,15
297,2348,7,2058,5
297,2348,9,2058,15
297,2348,7,2058,9
297,2348,5,2058,13
297,2348,11,2058,7
297,2348,7,2058,13
297,2348,9,2058,15
297,2348,9,2058,11
297,2348,9,2058,3
297,2348,11,2058,5
297,2348,7,2058,15
297,2348,7,2058,9
297,2348,7,2058,15
297,2348,9,2058,7
297,2348,11,2058,13
297,2348,13,2058,13
297,2348,9,2058,11
297,2348,11,2058,13
297,2348,11,2058,15
297,2348,13,2058,11
297,2348,11,2058,11
297,2348,9,2058,15
297,2348,15,2058,15
297,2348,11,2058,13
297,2348,11,2058,13
297,2348,11,2058,9
297,2348,13,2058,13
297,2348,15,2058,7
297,2348,9,2058,11
297,2348,9,2058,15
297,2348,15,2058,13
297,2348,9,2058,13
297,2348,11,2058,15
297,2348,17,2058,9
297,2348,15,2058,15
297,2348,15,2058,13
297,2348,13,2058,11
297,2348,17,2058,15
297,2348,17,2058,11
297,2348,11,2058,15
297,2348,7,2058,15
297,2348,13,2058,11
297,2348,9,2058,13
297,2348,13,2058,9
297,2348,13,2058,11
297,2348,11,2058,9
297,2348,15,2058,13
297,2348,17,2058,13
297,2348,17,2058,11
297,2348,15,2058,7
297,2348,19,2058,9
297,2348,13,2058,13
297,2348,13,2058,17
297,2348,13,2058,11
297,2348,15,2058,7
297,2348,15,2058,13
297,2348,19,2058,13
297,2348,17,2058,15
297,2348,13,2058,13
297,2348,17,2058,13
297,2348,21,2058,7
297,2348,13,2058,11
297,2348,13,2058,9
297,2348,11,2058,11
297,2348,9,2058,15
297,2348,11,2058,11
297,2348,15,2058,13
297,2348,19,2058,17
297,2348,11,2058,17
297,2348,17,2058,13
297,2348,21,2058,13
297,2348,15,2058,13
297,2348,9,2058,13
297,2348,17,2058,9
297,2348,15,2058,15
297,2348,17,2058,9
297,2348,15,2058,13
297,2348,13,2058,13
297,2348,13,2058,13
297,2348,13,2058,15
297,2348,19,2058,5
297,2348,15,2058,15
297,2348,19,2058,11
297,2348,17,2058,15
297,2348,23,2058,11
297,2348,19,2058,11
297,2348,21,2058,11
297,2348,19,2058,17
297,2348,11,2058,15
297,2348,13,2058,11
297,2348,13,2058,15
297,2348,15,2058,13
297,2348,15,2058,15
297,2348,21,2058,13
297,2348,19,2058,11
297,2348,15,2058,15
297,2348,17,2058,15
297,2348,23,2058,13
297,2348,15,2058,15
297,2348,19,2058,15
297,2348,11,2058,11
297,2348,21,2058,13
297,2348,25,2058,15
297,2348,19,2058,9
297,2348,23,2058,15
297,2348,17,2058,11
297,2348,23,2058,13
297,2348,13,2058,17
297,2348,21,2058,13
297,2348,15,2058,13
297,2348,17,2058,13
297,2348,11,2058,11
297,2348,21,2058,15
297,2348,23,2058,13
297,2348,13,2058,13
297,2348,15,2058,13
297,2348,23,2058,15
297,2348,17,2058,9
297,2348,19,2058,17
297,2348,17,2058,13
297,2348,19,2058,17
297,2348,17,2058,17
297,2348,19,2058,13
297,2348,11,2058,11
297,2348,21,2058,13
297,2348,17,2058,17
297,2348,15,2058,17
297,2348,23,2058,11
297,2348,17,2058,15
297,2348,13,2058,13
297,2348,25,2058,17
297,2348,25,2058,13
297,2348,19,2058,15
297,2348,15,2058,15
297,2348,17,2058,7
297,2348,15,2058,13
297,2348,19,2058,13
297,2348,23,2058,17
297,2348,25,2058,17
297,2348,21,2058,15
297,2348,11,2058,17
297,2348,17,2058,15
297,2348,15,2058,15
297,2348,27,2058,15
297,2348,19,2058,13
297,2348,11,2058,15
297,2348,11,2058,15
297,2348,21,2058,15
297,2348,13,2058,15
297,2348,23,2058,15
297,2348,21,2058,11
297,2348,17,2058,13
297,2348,21,2058,11
297,2348,23,2058,13
297,2348,17,2058,17
297,2348,23,2058,11
297,2348,17,2058,17
297,2348,17,2058,15
297,2348,13,2058,15
297,2348,13,2058,13
297,2348,15,2058,9
297,2348,25,2058,13
297,2348,19,2058,9
297,2348,25,2058,15
297,2348,17,2058,17
297,2348,19,2058,17
297,2348,19,2058,13
297,2348,23,2058,15
297,2348,25,2058,15
297,2348,15,2058,13
297,2348,17,2058,17
297,2348,17,2058,17
297,2348,15,2058,9
297,2348,21,2058,15
297,2348,17,2058,11
297,2348,25,2058,15
297,2348,15,2058,15
297,2348,19,2058,11
297,2348,17,2058,15
297,2348,27,2058,15
297,2348,17,2058,15
297,2348,17,2058,13
297,2348,17,2058,13
297,2348,15,2058,15
297,2348,19,2058,15
297,2348,15,2058,15
297,2348,19,2058,15
297,2348,19,2058,13
297,2348,21,2058,15
297,2348,23,2058,15
297,2348,17,2058,17
297,2348,21,2058,17
297,2348,21,2058,13
297,2348,23,2058,15
297,2348,15,2058,15
297,2348,17,2058,17
297,2348,25,2058,15
297,2348,19,2058,15
297,2348,15,2058,15
297,2348,21,2058,15
297,2348,19,2058,15
297,2348,13,2058,15
297,2348,11,2058,15
297,2348,13,2058,15
297,2348,13,2058,17
297,2348,21,2058,15
297,2348,17,2058,17
297,2348,17,2058,13
297,2348,13,2058,13
297,2348,27,2058,11
297,2348,21,2058,17
297,2348,19,2058,17
297,2348,27,2058,15
297,2348,21,2058,15
297,2348,19,2058,15
297,2348,19,2058,19
297,2348,15,2058,17
297,2348,13,2058,13
297,2348,23,2058,13
297,2348,19,2058,19
297,2348,19,2058,15
297,2348,19,2058,15
297,2348,23,2058,17
297,2348,23,2058,15
297,2348,19,2058,17
297,2348,19,2058,17
297,2348,23,2058,17
297,2348,15,2058,13
297,2348,21,2058,17
297,2348,23,2058,15
297,2348,21,2058,17
297,2348,15,2058,17
297,2348,21,2058,17
297,2348,19,2058,15
297,2348,19,2058,15
297,2348,19,2058,17
297,2348,17,2058,17
297,2348,23,2058,19
297,2348,19,2058,17
297,2348,19,2058,15
297,2348,25,2058,15
297,2348,15,2058,17
297,2348,23,2058,19
297,2348,21,2058,17
297,2348,19,2058,17
297,2348,27,2058,17
297,2348,27,2058,17
297,2348,21,2058,15
297,2348,13,2058,17
297,2348,13,2058,17
297,2348,15,2058,17
297,2348,25,2058,15
297,2348,17,2058,15
297,2348,23,2058,17
297,2348,19,2058,15
297,2348,21,2058,17
297,2348,25,2058,17
297,2348,21,2058,19
297,2348,15,2058,19
297,2348,19,2058,17
297,2348,13,2058,17
297,2348,21,2058,19
297,2348,19,2058,19
297,2348,17,2058,17
297,2348,21,2058,15
297,2348,19,2058,15
297,2348,13,2058,19
297,2348,21,2058,17
297,2348,15,2058,17
297,2348,19,2058,19
297,2348,23,2058,15
297,2348,17,2058,17
297,2348,17,2058,15
297,2348,17,2058,17
297,2348,19,2058,19
297,2348,29,2058,17
297,2348,19,2058,19
297,2348,25,2058,19
297,2348,13,2058,17
297,2348,15,2058,13
297,2348,29,2058,15
297,2348,25,2058,17
297,2348,17,2058,17
